trafo_id,name,std_type,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,parallel,df,in_service,tap_changer_type,voltage_level_hv_kv,voltage_level_lv_kv
392,,,35,700,9900.0,400.0,132.0,841.5519559255,15.939,0.0,0.0037575758,0.0,hv,0.0,,,5.21,,1.0,1,1.0,True,Ratio,400.0,132.0
393,,,35,701,9900.0,400.0,132.0,825.4179071337,15.939,0.0,0.0071818182,0.0,hv,0.0,,,1.66,,-1.0,1,1.0,True,Ratio,400.0,132.0
394,,,494,702,9900.0,275.0,132.0,1332.8535268603,28.908,0.0,0.0117070707,0.0,hv,0.0,,,8.85,,1.0,1,1.0,True,Ratio,275.0,132.0
395,,,494,703,9900.0,275.0,132.0,777.1035190559,15.345,0.0,0.0051616162,0.0,hv,0.0,,,7.17,,1.0,1,1.0,True,Ratio,275.0,132.0
396,,,494,703,9900.0,275.0,132.0,814.012664915,14.751,0.0,0.0151313131,0.0,hv,0.0,,,7.42,,1.0,1,1.0,True,Ratio,275.0,132.0
397,,,494,702,9900.0,275.0,132.0,1334.8330617961,28.908,0.0,0.0110909091,0.0,hv,0.0,,,8.85,,1.0,1,1.0,True,Ratio,275.0,132.0
398,,,494,703,9900.0,275.0,132.0,808.467781256,14.652,0.0,0.0148181818,0.0,hv,0.0,,,7.42,,1.0,1,1.0,True,Ratio,275.0,132.0
399,,,494,702,9900.0,275.0,132.0,1336.5092766345,28.611,0.0,0.0147272727,0.0,hv,0.0,,,8.89,,1.0,1,1.0,True,Ratio,275.0,132.0
400,,,494,702,9900.0,275.0,132.0,1328.2984509051,28.809,0.0,0.0133232323,0.0,hv,0.0,,,8.85,,1.0,1,1.0,True,Ratio,275.0,132.0
401,,,315,699,9900.0,400.0,132.0,824.5439168922,10.89,0.0,0.0023232323,0.0,hv,0.0,,,0.7,,-1.0,1,1.0,True,Ratio,400.0,132.0
402,,,507,704,9900.0,275.0,132.0,1237.8216092091,28.215,0.0,0.0072222222,0.0,hv,0.0,,,1.23,,1.0,1,1.0,True,Ratio,275.0,132.0
403,,,501,705,9900.0,275.0,132.0,866.6938588567,9.108,0.0,0.0018989899,0.0,hv,0.0,,,2.97,,1.0,1,1.0,True,Ratio,275.0,132.0
404,,,527,706,9900.0,275.0,132.0,866.6949048916,9.207,0.0,0.0019090909,0.0,hv,0.0,,,8.83,,1.0,1,1.0,True,Ratio,275.0,132.0
405,,,527,707,9900.0,275.0,132.0,864.5672323943,18.513,0.0,0.0025353535,0.0,hv,0.0,,,7.76,,1.0,1,1.0,True,Ratio,275.0,132.0
406,,,527,706,9900.0,275.0,132.0,755.3160541025,14.751,0.0,0.0116565657,0.0,hv,0.0,,,7.42,,1.0,1,1.0,True,Ratio,275.0,132.0
407,,,527,707,9900.0,275.0,132.0,755.3046870191,14.157,0.0,0.0077070707,0.0,hv,0.0,,,8.1,,1.0,1,1.0,True,Ratio,275.0,132.0
408,,,346,708,9900.0,400.0,132.0,856.3097123471,16.434,0.0,0.0112020202,0.0,hv,0.0,,,1.6,,-1.0,1,1.0,True,Ratio,400.0,132.0
409,,,346,709,9900.0,400.0,132.0,825.0437383606,17.028,0.0,0.0032020202,0.0,hv,0.0,,,5.81,,1.0,1,1.0,True,Ratio,400.0,132.0
410,,,346,709,9900.0,400.0,132.0,824.9827771202,13.761,0.0,0.0107676768,0.0,hv,0.0,,,6.53,,1.0,1,1.0,True,Ratio,400.0,132.0
411,,,346,709,9900.0,400.0,132.0,809.3117514512,11.781,0.0,0.0029494949,0.0,hv,0.0,,,7.03,,1.0,1,1.0,True,Ratio,400.0,132.0
412,,,344,710,9900.0,400.0,132.0,830.0876313914,16.83,0.0,0.0032020202,0.0,hv,0.0,,,6.24,,1.0,1,1.0,True,Ratio,400.0,132.0
413,,,344,710,9900.0,400.0,132.0,833.2431967445,16.236,0.0,0.0046767677,0.0,hv,0.0,,,6.34,,1.0,1,1.0,True,Ratio,400.0,132.0
414,,,344,710,9900.0,400.0,132.0,825.8295052624,10.791,0.0,0.0022727273,0.0,hv,0.0,,,7.41,,1.0,1,1.0,True,Ratio,400.0,132.0
415,,,342,711,9900.0,400.0,132.0,829.1754264069,15.741,0.0,0.0024848485,0.0,hv,0.0,,,4.86,,1.0,1,1.0,True,Ratio,400.0,132.0
416,,,342,712,9900.0,400.0,132.0,788.6920979102,15.741,0.0,0.0079393939,0.0,hv,0.0,,,3.25,,1.0,1,1.0,True,Ratio,400.0,132.0
417,,,342,712,9900.0,400.0,132.0,827.0949237984,15.642,0.0,0.0101111111,0.0,hv,0.0,,,3.45,,1.0,1,1.0,True,Ratio,400.0,132.0
418,,,342,711,9900.0,400.0,132.0,816.8026903004,15.741,0.0,0.0092727273,0.0,hv,0.0,,,4.8,,1.0,1,1.0,True,Ratio,400.0,132.0
419,,,126,713,9900.0,400.0,132.0,789.1239574547,12.177,0.0,0.0065353535,0.0,hv,0.0,,,1.87,,-1.0,1,1.0,True,Ratio,400.0,132.0
420,,,129,714,9900.0,400.0,132.0,783.7411080127,15.642,0.0,0.0064444444,0.0,hv,0.0,,,8.53,,1.0,1,1.0,True,Ratio,400.0,132.0
421,,,129,714,9900.0,400.0,132.0,780.4293136793,18.117,0.0,0.0022525253,0.0,hv,0.0,,,8.0,,1.0,1,1.0,True,Ratio,400.0,132.0
422,,,129,714,9900.0,400.0,132.0,787.9067118435,10.098,0.0,0.0032020202,0.0,hv,0.0,,,10.21,,1.0,1,1.0,True,Ratio,400.0,132.0
423,,,343,715,9900.0,400.0,132.0,783.7503369473,10.197,0.0,0.0032020202,0.0,hv,0.0,,,5.07,,1.0,1,1.0,True,Ratio,400.0,132.0
424,,,343,715,9900.0,400.0,132.0,783.7503369473,10.197,0.0,0.0092626263,0.0,hv,0.0,,,5.07,,1.0,1,1.0,True,Ratio,400.0,132.0
425,,,533,716,9900.0,275.0,132.0,845.6235776183,16.632,0.0,0.0025353535,0.0,hv,0.0,,,8.03,,1.0,1,1.0,True,Ratio,275.0,132.0
426,,,533,716,9900.0,275.0,132.0,824.8755568545,18.414,0.0,0.0025353535,0.0,hv,0.0,,,7.79,,1.0,1,1.0,True,Ratio,275.0,132.0
427,,,533,716,9900.0,275.0,132.0,845.5719819867,13.761,0.0,0.0041313131,0.0,hv,0.0,,,8.4,,1.0,1,1.0,True,Ratio,275.0,132.0
428,,,544,717,9900.0,275.0,132.0,803.1491465257,16.038,0.0,0.0036464646,0.0,hv,0.0,,,8.25,,1.0,1,1.0,True,Ratio,275.0,132.0
429,,,544,717,9900.0,275.0,132.0,797.8082245408,16.236,0.0,0.007030303,0.0,hv,0.0,,,8.21,,1.0,1,1.0,True,Ratio,275.0,132.0
430,,,544,717,9900.0,275.0,132.0,794.4329624392,15.741,0.0,0.0056969697,0.0,hv,0.0,,,8.27,,1.0,1,1.0,True,Ratio,275.0,132.0
431,,,541,718,9900.0,275.0,132.0,752.7646745192,15.84,0.0,0.0041616162,0.0,hv,0.0,,,5.75,,1.0,1,1.0,True,Ratio,275.0,132.0
432,,,541,718,9900.0,275.0,132.0,767.2015395664,15.147,0.0,0.0025353535,0.0,hv,0.0,,,5.85,,1.0,1,1.0,True,Ratio,275.0,132.0
433,,,541,718,9900.0,275.0,132.0,875.7166979395,10.395,0.0,0.0015151515,0.0,hv,0.0,,,6.77,,1.0,1,1.0,True,Ratio,275.0,132.0
434,,,536,719,9900.0,275.0,132.0,874.4957815936,14.949,0.0,0.0065050505,0.0,hv,0.0,,,7.53,,1.0,1,1.0,True,Ratio,275.0,132.0
435,,,537,720,9900.0,275.0,132.0,804.3349420795,15.939,0.0,0.0074242424,0.0,hv,0.0,,,11.24,,1.0,1,1.0,True,Ratio,275.0,132.0
436,,,537,720,9900.0,275.0,132.0,808.4882505677,15.741,0.0,0.0068888889,0.0,hv,0.0,,,11.31,,1.0,1,1.0,True,Ratio,275.0,132.0
437,,,537,721,9900.0,275.0,132.0,849.7886200156,17.028,0.0,0.0025151515,0.0,hv,0.0,,,1.43,,-1.0,1,1.0,True,Ratio,275.0,132.0
438,,,538,720,9900.0,275.0,132.0,816.7173593478,16.434,0.0,0.0041010101,0.0,hv,0.0,,,11.7,,1.0,1,1.0,True,Ratio,275.0,132.0
439,,,358,722,9900.0,400.0,132.0,821.2724294197,16.533,0.0,0.0092828283,0.0,hv,0.0,,,3.94,,1.0,1,1.0,True,Ratio,400.0,132.0
440,,,358,723,9900.0,400.0,132.0,836.5917429822,15.345,0.0,0.0032020202,0.0,hv,0.0,,,4.86,,1.0,1,1.0,True,Ratio,400.0,132.0
441,,,358,723,9900.0,400.0,132.0,836.5917429822,15.345,0.0,0.0085454545,0.0,hv,0.0,,,4.87,,1.0,1,1.0,True,Ratio,400.0,132.0
442,,,358,723,9900.0,400.0,132.0,823.3957126589,13.563,0.0,0.0021010101,0.0,hv,0.0,,,5.03,,1.0,1,1.0,True,Ratio,400.0,132.0
443,,,532,724,9900.0,275.0,132.0,853.9068630577,14.949,0.0,0.0060808081,0.0,hv,0.0,,,11.07,,1.0,1,1.0,True,Ratio,275.0,132.0
444,,,532,724,9900.0,275.0,132.0,845.5939060235,15.048,0.0,0.0060707071,0.0,hv,0.0,,,11.02,,1.0,1,1.0,True,Ratio,275.0,132.0
445,,,532,724,9900.0,275.0,132.0,837.3480923756,13.266,0.0,0.0054848485,0.0,hv,0.0,,,11.39,,1.0,1,1.0,True,Ratio,275.0,132.0
446,,,532,725,9900.0,275.0,132.0,824.1633042413,17.523,0.0,0.0042727273,0.0,hv,0.0,,,1.19,,-1.0,1,1.0,True,Ratio,275.0,132.0
447,,,540,726,9900.0,275.0,132.0,1193.7378168363,37.521,0.0,0.003020202,0.0,hv,0.0,,,4.96,,1.0,1,1.0,True,Ratio,275.0,132.0
448,,,539,726,9900.0,275.0,132.0,1181.3658551071,37.422,0.0,0.0081919192,0.0,hv,0.0,,,4.7,,1.0,1,1.0,True,Ratio,275.0,132.0
449,,,540,726,9900.0,275.0,132.0,1369.494238506,29.799,0.0,0.0125454545,0.0,hv,0.0,,,5.78,,1.0,1,1.0,True,Ratio,275.0,132.0
450,,,363,727,9900.0,400.0,132.0,832.4619434815,10.791,0.0,0.0014343434,0.0,hv,0.0,,,4.79,,1.0,1,1.0,True,Ratio,400.0,132.0
451,,,363,727,9900.0,400.0,132.0,833.2476135411,10.296,0.0,0.0013939394,0.0,hv,0.0,,,4.87,,1.0,1,1.0,True,Ratio,400.0,132.0
452,,,89,728,9900.0,400.0,132.0,827.0949237984,15.642,0.0,0.0114646465,0.0,hv,0.0,,,3.89,,1.0,1,1.0,True,Ratio,400.0,132.0
453,,,89,729,9900.0,400.0,132.0,827.098692061,15.84,0.0,0.0096565657,0.0,hv,0.0,,,3.61,,1.0,1,1.0,True,Ratio,400.0,132.0
454,,,542,730,9900.0,275.0,132.0,802.3533712829,15.84,0.0,0.008989899,0.0,hv,0.0,,,5.71,,1.0,1,1.0,True,Ratio,275.0,132.0
455,,,542,730,9900.0,275.0,132.0,802.3533712829,15.84,0.0,0.0069393939,0.0,hv,0.0,,,5.7,,1.0,1,1.0,True,Ratio,275.0,132.0
456,,,542,730,9900.0,275.0,132.0,802.3533712829,15.84,0.0,0.0083535354,0.0,hv,0.0,,,5.71,,1.0,1,1.0,True,Ratio,275.0,132.0
457,,,542,731,9900.0,275.0,132.0,810.5649409887,15.642,0.0,0.0068787879,0.0,hv,0.0,,,1.83,,-1.0,1,1.0,True,Ratio,275.0,132.0
458,,,530,732,9900.0,275.0,132.0,845.674213963,13.959,0.0,0.0050606061,0.0,hv,0.0,,,4.67,,1.0,1,1.0,True,Ratio,275.0,132.0
459,,,530,733,9900.0,275.0,132.0,857.9534490641,14.256,0.0,0.0057878788,0.0,hv,0.0,,,5.18,,1.0,1,1.0,True,Ratio,275.0,132.0
460,,,530,732,9900.0,275.0,132.0,833.2226886217,15.147,0.0,0.0066666667,0.0,hv,0.0,,,4.61,,1.0,1,1.0,True,Ratio,275.0,132.0
461,,,530,733,9900.0,275.0,132.0,849.7547801807,15.246,0.0,0.0057171717,0.0,hv,0.0,,,5.11,,1.0,1,1.0,True,Ratio,275.0,132.0
462,,,535,734,9900.0,275.0,132.0,805.7779802855,18.612,0.0,0.0046161616,0.0,hv,0.0,,,4.62,,1.0,1,1.0,True,Ratio,275.0,132.0
463,,,535,734,9900.0,275.0,132.0,800.820203557,18.216,0.0,0.0051919192,0.0,hv,0.0,,,4.63,,1.0,1,1.0,True,Ratio,275.0,132.0
464,,,535,735,9900.0,275.0,132.0,773.294076094,17.721,0.0,0.0130707071,0.0,hv,0.0,,,1.71,,-1.0,1,1.0,True,Ratio,275.0,132.0
465,,,543,736,9900.0,275.0,132.0,862.1092463824,14.157,0.0,0.0025353535,0.0,hv,0.0,,,3.08,,1.0,1,1.0,True,Ratio,275.0,132.0
466,,,543,736,9900.0,275.0,132.0,862.0906812117,18.414,0.0,0.0025353535,0.0,hv,0.0,,,2.98,,1.0,1,1.0,True,Ratio,275.0,132.0
467,,,545,737,9900.0,275.0,132.0,862.2802704388,18.018,0.0,0.0,0.0,hv,0.0,,,5.85,,1.0,1,1.0,True,Ratio,275.0,132.0
468,,,545,737,9900.0,275.0,132.0,850.3486846347,15.246,0.0,0.0042929293,0.0,hv,0.0,,,6.17,,1.0,1,1.0,True,Ratio,275.0,132.0
469,,,545,738,9900.0,275.0,132.0,839.4533591475,14.85,0.0,0.0054444444,0.0,hv,0.0,,,2.61,,-1.0,1,1.0,True,Ratio,275.0,132.0
470,,,545,737,9900.0,275.0,132.0,853.9121141499,15.246,0.0,0.0065858586,0.0,hv,0.0,,,6.19,,1.0,1,1.0,True,Ratio,275.0,132.0
471,,,132,739,9900.0,400.0,132.0,812.6636476089,10.791,0.0,0.0032020202,0.0,hv,0.0,,,2.83,,1.0,1,1.0,True,Ratio,400.0,132.0
472,,,132,739,9900.0,400.0,132.0,808.9101230205,11.385,0.0,0.0018484848,0.0,hv,0.0,,,2.72,,1.0,1,1.0,True,Ratio,400.0,132.0
473,,,384,740,9900.0,400.0,132.0,824.9998845,14.751,0.0,0.0058787879,0.0,hv,0.0,,,5.16,,1.0,1,1.0,True,Ratio,400.0,132.0
474,,,378,740,9900.0,400.0,132.0,824.9998845,14.751,0.0,0.0049393939,0.0,hv,0.0,,,1.28,,1.0,1,1.0,True,Ratio,400.0,132.0
475,,,560,741,9900.0,275.0,132.0,858.0246785682,12.474,0.0,0.0007575758,0.0,hv,0.0,,,5.13,,1.0,1,1.0,True,Ratio,275.0,132.0
476,,,562,742,9900.0,275.0,132.0,802.9976415513,18.216,0.0,0.0037878788,0.0,hv,0.0,,,4.02,,-1.0,1,1.0,True,Ratio,275.0,132.0
477,,,560,741,9900.0,275.0,132.0,858.023245012,12.375,0.0,0.0008383838,0.0,hv,0.0,,,5.15,,1.0,1,1.0,True,Ratio,275.0,132.0
478,,,562,743,9900.0,275.0,132.0,803.0044338919,18.513,0.0,0.0038181818,0.0,hv,0.0,,,4.02,,-1.0,1,1.0,True,Ratio,275.0,132.0
479,,,391,744,9900.0,400.0,132.0,826.6153789157,16.434,0.0,0.0098686869,0.0,hv,0.0,,,9.83,,1.0,1,1.0,True,Ratio,400.0,132.0
480,,,391,744,9900.0,400.0,132.0,824.6338041877,16.335,0.0,0.0112424242,0.0,hv,0.0,,,9.85,,1.0,1,1.0,True,Ratio,400.0,132.0
481,,,391,744,9900.0,400.0,132.0,834.1245396564,15.741,0.0,0.0106969697,0.0,hv,0.0,,,10.08,,1.0,1,1.0,True,Ratio,400.0,132.0
482,,,391,744,9900.0,400.0,132.0,832.0477896185,15.84,0.0,0.0114747475,0.0,hv,0.0,,,10.04,,1.0,1,1.0,True,Ratio,400.0,132.0
483,,,557,745,9900.0,275.0,132.0,810.5707267827,15.939,0.0,0.0067272727,0.0,hv,0.0,,,4.26,,-1.0,1,1.0,True,Ratio,275.0,132.0
484,,,372,746,9900.0,400.0,132.0,803.5470496455,16.137,0.0,0.0140707071,0.0,hv,0.0,,,4.67,,1.0,1,1.0,True,Ratio,400.0,132.0
485,,,372,746,9900.0,400.0,132.0,812.3246029341,14.454,0.0,0.0127171717,0.0,hv,0.0,,,5.03,,1.0,1,1.0,True,Ratio,400.0,132.0
486,,,390,747,9900.0,400.0,132.0,819.2466241859,14.058,0.0,0.0021818182,0.0,hv,0.0,,,5.7,,1.0,1,1.0,True,Ratio,400.0,132.0
487,,,353,748,9900.0,400.0,132.0,787.909274333,10.296,0.0,0.0032020202,0.0,hv,0.0,,,5.59,,1.0,1,1.0,True,Ratio,400.0,132.0
488,,,564,749,9900.0,275.0,132.0,800.244777818,19.008,0.0,0.009959596,0.0,hv,0.0,,,3.53,,1.0,1,1.0,True,Ratio,275.0,132.0
489,,,564,749,9900.0,275.0,132.0,802.4597901665,10.197,0.0,0.0017070707,0.0,hv,0.0,,,5.7,,1.0,1,1.0,True,Ratio,275.0,132.0
490,,,566,750,9900.0,275.0,132.0,804.1213737994,19.701,0.0,0.0098181818,0.0,hv,0.0,,,5.58,,-1.0,1,1.0,True,Ratio,275.0,132.0
491,,,566,750,9900.0,275.0,132.0,813.9794449026,18.018,0.0,0.0113636364,0.0,hv,0.0,,,5.33,,-1.0,1,1.0,True,Ratio,275.0,132.0
492,,,566,751,9900.0,275.0,132.0,1117.0875252929,35.541,0.0,0.0162121212,0.0,hv,0.0,,,1.08,,-1.0,1,1.0,True,Ratio,275.0,132.0
493,,,564,752,9900.0,275.0,132.0,1105.4667601271,34.155,0.0,0.0142121212,0.0,hv,0.0,,,0.93,,-1.0,1,1.0,True,Ratio,275.0,132.0
494,,,570,753,9900.0,275.0,132.0,829.4441027731,19.107,0.0,0.0064545455,0.0,hv,0.0,,,2.28,,1.0,1,1.0,True,Ratio,275.0,132.0
495,,,570,754,9900.0,275.0,132.0,858.7950484114,10.89,0.0,0.007969697,0.0,hv,0.0,,,2.44,,1.0,1,1.0,True,Ratio,275.0,132.0
496,,,569,754,9900.0,275.0,132.0,860.4817233678,11.187,0.0,0.0084747475,0.0,hv,0.0,,,2.4,,1.0,1,1.0,True,Ratio,275.0,132.0
497,,,569,753,9900.0,275.0,132.0,826.0789996199,19.107,0.0,0.0077777778,0.0,hv,0.0,,,2.28,,1.0,1,1.0,True,Ratio,275.0,132.0
498,,,373,755,9900.0,400.0,132.0,853.8609103185,17.721,0.0,0.0035555556,0.0,hv,0.0,,,5.28,,1.0,1,1.0,True,Ratio,400.0,132.0
499,,,373,756,9900.0,400.0,132.0,858.0139525404,17.523,0.0,0.0038989899,0.0,hv,0.0,,,5.34,,1.0,1,1.0,True,Ratio,400.0,132.0
500,,,392,757,9900.0,400.0,132.0,766.0577012027,17.226,0.0,0.0092222222,0.0,hv,0.0,,,5.85,,1.0,1,1.0,True,Ratio,400.0,132.0
501,,,392,758,9900.0,400.0,132.0,769.3238786343,17.226,0.0,0.0062828283,0.0,hv,0.0,,,5.94,,1.0,1,1.0,True,Ratio,400.0,132.0
502,,,392,759,9900.0,400.0,132.0,782.4685252641,16.335,0.0,0.0087676768,0.0,hv,0.0,,,6.17,,1.0,1,1.0,True,Ratio,400.0,132.0
503,,,135,760,9900.0,400.0,132.0,868.690047502,16.83,0.0,0.0116363636,0.0,hv,0.0,,,8.68,,1.0,1,1.0,True,Ratio,400.0,132.0
504,,,351,761,9900.0,400.0,132.0,812.6416552811,15.543,0.0,0.0119191919,0.0,hv,0.0,,,5.83,,1.0,1,1.0,True,Ratio,400.0,132.0
505,,,351,762,9900.0,400.0,132.0,804.7448886156,16.632,0.0,0.0138383838,0.0,hv,0.0,,,5.59,,1.0,1,1.0,True,Ratio,400.0,132.0
506,,,352,762,9900.0,400.0,132.0,805.227733047,16.038,0.0,0.0105555556,0.0,hv,0.0,,,6.33,,1.0,1,1.0,True,Ratio,400.0,132.0
507,,,352,761,9900.0,400.0,132.0,816.3274727075,16.731,0.0,0.0106666667,0.0,hv,0.0,,,6.22,,1.0,1,1.0,True,Ratio,400.0,132.0
508,,,159,763,9900.0,275.0,132.0,1282.8321480946,38.709,0.0,0.0060505051,0.0,hv,0.0,,,2.29,,1.0,1,1.0,True,Ratio,275.0,132.0
509,,,156,764,9900.0,275.0,132.0,1299.3908361321,36.432,0.0,0.0058787879,0.0,hv,0.0,,,1.35,,1.0,1,1.0,True,Ratio,275.0,132.0
510,,,159,765,9900.0,275.0,132.0,1255.6420561247,36.135,0.0,0.0057171717,0.0,hv,0.0,,,2.97,,-1.0,1,1.0,True,Ratio,275.0,132.0
511,,,156,766,9900.0,275.0,132.0,1270.5174170235,37.224,0.0,0.0062222222,0.0,hv,0.0,,,2.84,,-1.0,1,1.0,True,Ratio,275.0,132.0
512,,,551,767,9900.0,275.0,132.0,816.7056227944,15.84,0.0,0.0071212121,0.0,hv,0.0,,,2.94,,1.0,1,1.0,True,Ratio,275.0,132.0
513,,,556,767,9900.0,275.0,132.0,822.219037397,19.107,0.0,0.0087676768,0.0,hv,0.0,,,2.66,,1.0,1,1.0,True,Ratio,275.0,132.0
514,,,558,768,9900.0,275.0,132.0,861.6696231027,11.187,0.0,0.0084848485,0.0,hv,0.0,,,2.54,,1.0,1,1.0,True,Ratio,275.0,132.0
515,,,553,768,9900.0,275.0,132.0,854.7363763108,10.89,0.0,0.0082525253,0.0,hv,0.0,,,2.6,,1.0,1,1.0,True,Ratio,275.0,132.0
516,,,357,769,9900.0,400.0,132.0,824.996368012,14.553,0.0,0.0026565657,0.0,hv,0.0,,,1.33,,1.0,1,1.0,True,Ratio,400.0,132.0
517,,,568,770,9900.0,275.0,132.0,856.7187556912,11.088,0.0,0.0057979798,0.0,hv,0.0,,,3.68,,1.0,1,1.0,True,Ratio,275.0,132.0
518,,,568,771,9900.0,275.0,132.0,856.7174801123,10.989,0.0,0.0066969697,0.0,hv,0.0,,,4.13,,-1.0,1,1.0,True,Ratio,275.0,132.0
519,,,568,770,9900.0,275.0,132.0,843.1719340591,12.177,0.0,0.0054949495,0.0,hv,0.0,,,3.43,,1.0,1,1.0,True,Ratio,275.0,132.0
520,,,565,772,9900.0,275.0,132.0,837.3480923756,13.266,0.0,0.0045858586,0.0,hv,0.0,,,4.2,,-1.0,1,1.0,True,Ratio,275.0,132.0
521,,,565,773,9900.0,275.0,132.0,814.0019609706,19.008,0.0,0.0092828283,0.0,hv,0.0,,,3.54,,1.0,1,1.0,True,Ratio,275.0,132.0
522,,,567,773,9900.0,275.0,132.0,797.748425514,12.969,0.0,0.004989899,0.0,hv,0.0,,,2.21,,1.0,1,1.0,True,Ratio,275.0,132.0
523,,,567,774,9900.0,275.0,132.0,1110.4738563411,36.036,0.0,0.0171616162,0.0,hv,0.0,,,5.0,,-1.0,1,1.0,True,Ratio,275.0,132.0
524,,,567,774,9900.0,275.0,132.0,1104.7125079667,35.343,0.0,0.0152121212,0.0,hv,0.0,,,5.0,,-1.0,1,1.0,True,Ratio,275.0,132.0
525,,,371,775,9900.0,400.0,132.0,806.8114194457,16.038,0.0,0.007989899,0.0,hv,0.0,,,3.61,,1.0,1,1.0,True,Ratio,400.0,132.0
526,,,371,775,9900.0,400.0,132.0,825.0258300156,16.137,0.0,0.0080909091,0.0,hv,0.0,,,3.64,,1.0,1,1.0,True,Ratio,400.0,132.0
527,,,140,776,9900.0,400.0,132.0,787.909274333,10.296,0.0,0.0137373737,0.0,hv,0.0,,,1.96,,-1.0,1,1.0,True,Ratio,400.0,132.0
528,,,140,777,9900.0,400.0,132.0,787.909274333,10.296,0.0,0.0032020202,0.0,hv,0.0,,,1.97,,-1.0,1,1.0,True,Ratio,400.0,132.0
529,,,140,777,9900.0,400.0,132.0,787.909274333,10.296,0.0,0.0024646465,0.0,hv,0.0,,,1.97,,-1.0,1,1.0,True,Ratio,400.0,132.0
530,,,140,776,9900.0,400.0,132.0,787.909274333,10.296,0.0,0.0032020202,0.0,hv,0.0,,,1.96,,-1.0,1,1.0,True,Ratio,400.0,132.0
531,,,597,778,9900.0,275.0,132.0,790.4878473734,16.434,0.0,0.0062121212,0.0,hv,0.0,,,7.17,,1.0,1,1.0,True,Ratio,275.0,132.0
532,,,598,779,9900.0,275.0,132.0,796.3255572873,16.335,0.0,0.005030303,0.0,hv,0.0,,,13.22,,1.0,1,1.0,True,Ratio,275.0,132.0
533,,,598,778,9900.0,275.0,132.0,797.1194257174,16.434,0.0,0.0061111111,0.0,hv,0.0,,,13.1,,1.0,1,1.0,True,Ratio,275.0,132.0
534,,,597,779,9900.0,275.0,132.0,790.0960762243,16.632,0.0,0.0058686869,0.0,hv,0.0,,,7.22,,1.0,1,1.0,True,Ratio,275.0,132.0
535,,,597,780,9900.0,275.0,132.0,1289.4349129278,30.294,0.0,0.0177373737,0.0,hv,0.0,,,8.13,,1.0,1,1.0,True,Ratio,275.0,132.0
536,,,598,781,9900.0,275.0,132.0,1291.9256670122,30.987,0.0,0.0148383838,0.0,hv,0.0,,,6.92,,1.0,1,1.0,True,Ratio,275.0,132.0
537,,,405,782,9900.0,400.0,132.0,836.1480513049,12.474,0.0,0.0032020202,0.0,hv,0.0,,,8.54,,1.0,1,1.0,True,Ratio,400.0,132.0
538,,,405,783,9900.0,400.0,132.0,808.4806375232,15.345,0.0,0.0105353535,0.0,hv,0.0,,,6.9,,1.0,1,1.0,True,Ratio,400.0,132.0
539,,,406,784,9900.0,400.0,132.0,823.1432558267,16.038,0.0,0.0066767677,0.0,hv,0.0,,,4.35,,1.0,1,1.0,True,Ratio,400.0,132.0
540,,,406,785,9900.0,400.0,132.0,832.059309764,16.434,0.0,0.0078181818,0.0,hv,0.0,,,4.42,,1.0,1,1.0,True,Ratio,400.0,132.0
541,,,595,786,9900.0,275.0,132.0,792.1704844009,16.434,0.0,0.0044949495,0.0,hv,0.0,,,8.11,,1.0,1,1.0,True,Ratio,275.0,132.0
542,,,595,786,9900.0,275.0,132.0,853.9973265421,14.454,0.0,0.0025353535,0.0,hv,0.0,,,8.93,,1.0,1,1.0,True,Ratio,275.0,132.0
543,,,595,787,9900.0,275.0,132.0,1204.5330976412,30.888,0.0,0.0054747475,0.0,hv,0.0,,,5.1,,1.0,1,1.0,True,Ratio,275.0,132.0
544,,,595,788,9900.0,275.0,132.0,1212.7423870781,30.69,0.0,0.0063737374,0.0,hv,0.0,,,5.11,,1.0,1,1.0,True,Ratio,275.0,132.0
545,,,587,789,9900.0,275.0,132.0,831.3146483643,13.563,0.0,0.004020202,0.0,hv,0.0,,,7.33,,-1.0,1,1.0,True,Ratio,275.0,132.0
546,,,587,790,9900.0,275.0,132.0,836.6261269504,11.286,0.0,0.0043535354,0.0,hv,0.0,,,7.33,,-1.0,1,1.0,True,Ratio,275.0,132.0
547,,,587,791,9900.0,275.0,132.0,835.8289458161,10.89,0.0,0.0044343434,0.0,hv,0.0,,,7.31,,-1.0,1,1.0,True,Ratio,275.0,132.0
548,,,400,792,9900.0,400.0,132.0,825.0953526096,14.553,0.0,0.0039191919,0.0,hv,0.0,,,2.15,,-1.0,1,1.0,True,Ratio,400.0,132.0
549,,,400,793,9900.0,400.0,132.0,822.9491759623,16.236,0.0,0.0032020202,0.0,hv,0.0,,,3.65,,1.0,1,1.0,True,Ratio,400.0,132.0
550,,,400,794,9900.0,400.0,132.0,806.8313294772,11.385,0.0,0.0018787879,0.0,hv,0.0,,,3.54,,1.0,1,1.0,True,Ratio,400.0,132.0
551,,,118,795,9900.0,400.0,132.0,804.5408459799,16.335,0.0,0.0028989899,0.0,hv,0.0,,,1.87,,-1.0,1,1.0,True,Ratio,400.0,132.0
