bus_id,name,vn_kv,type,zone,in_service,max_vm_pu,min_vm_pu,geo,voltage_level_kv
591,591,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.01875614, 8.5843602209], ""type"": ""Point""}",275.0
592,592,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.8507100517, 9.7258718641], ""type"": ""Point""}",275.0
593,593,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.268884796, 7.9149588569], ""type"": ""Point""}",275.0
594,594,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.8124875507, 9.2495297579], ""type"": ""Point""}",275.0
595,595,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0751827644, 6.771752609], ""type"": ""Point""}",275.0
596,596,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.9674854469, 5.831417885], ""type"": ""Point""}",275.0
597,597,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.2146293608, 7.0938910273], ""type"": ""Point""}",275.0
598,598,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.2043669686, 7.6532740459], ""type"": ""Point""}",275.0
599,599,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.2023528084, 6.3806251426], ""type"": ""Point""}",275.0
600,600,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.5018571316, 5.842555227], ""type"": ""Point""}",275.0
601,601,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.8369653911, 12.072073344], ""type"": ""Point""}",275.0
602,602,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.9211069913, 11.9157451059], ""type"": ""Point""}",275.0
603,603,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.4253271346, 2.2184057951], ""type"": ""Point""}",275.0
604,604,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.0994163181, 0.5073117593], ""type"": ""Point""}",275.0
605,605,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.4404205597, 2.5498889515], ""type"": ""Point""}",275.0
606,606,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5840044391, 3.8391446193], ""type"": ""Point""}",275.0
607,607,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.4731724799, 3.8890742894], ""type"": ""Point""}",275.0
608,608,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.4852837714, 1.7750770066], ""type"": ""Point""}",275.0
609,609,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.1794662608, 1.7462027648], ""type"": ""Point""}",275.0
610,610,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.2605802186, 0.604932568], ""type"": ""Point""}",275.0
611,611,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.5498629737, 2.3049893135], ""type"": ""Point""}",275.0
612,612,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.0102892797, -2.4438937115], ""type"": ""Point""}",275.0
613,613,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.8057676479, -2.4173335306], ""type"": ""Point""}",275.0
614,614,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5886015827, -2.0212304436], ""type"": ""Point""}",275.0
615,615,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5918326372, -0.3350255352], ""type"": ""Point""}",275.0
616,616,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.5306217627, 1.0630112318], ""type"": ""Point""}",275.0
617,617,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.6253498105, -2.139129715], ""type"": ""Point""}",275.0
618,618,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.2446926097, -0.2044077427], ""type"": ""Point""}",275.0
619,619,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.4319345464, 1.2088973926], ""type"": ""Point""}",275.0
620,620,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.0660890424, -1.5372110264], ""type"": ""Point""}",275.0
621,621,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.1986194116, 1.9634954607], ""type"": ""Point""}",275.0
622,622,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.1830784434, 2.9924549302], ""type"": ""Point""}",275.0
623,623,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.812373954, 2.271312377], ""type"": ""Point""}",275.0
624,624,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.5645106699, 3.1485958966], ""type"": ""Point""}",275.0
625,625,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.7600213341, 0.1782837346], ""type"": ""Point""}",275.0
626,626,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.1492907588, 0.1887395981], ""type"": ""Point""}",275.0
627,627,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.5584603184, -1.3906043337], ""type"": ""Point""}",275.0
628,628,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.3134099725, -0.458960976], ""type"": ""Point""}",132.0
629,629,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.6220448339, -1.9814469358], ""type"": ""Point""}",132.0
630,630,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-4.1442007271, -0.7165734943], ""type"": ""Point""}",132.0
631,631,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.6854553723, 16.2365707658], ""type"": ""Point""}",66.0
632,632,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.873417451, 16.6346549855], ""type"": ""Point""}",66.0
633,633,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.5643679477, 17.1279610661], ""type"": ""Point""}",66.0
634,634,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.3191012866, 15.9286215827], ""type"": ""Point""}",66.0
635,635,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.0589293801, 17.7122765231], ""type"": ""Point""}",66.0
636,636,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.4936407704, 11.8082261156], ""type"": ""Point""}",66.0
637,637,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-4.1171367631, 13.7896205686], ""type"": ""Point""}",66.0
638,638,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.1094544768, 13.0051684964], ""type"": ""Point""}",66.0
639,639,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.3071644062, 15.0487992182], ""type"": ""Point""}",66.0
640,640,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.4626991041, 5.2428767511], ""type"": ""Point""}",66.0
641,641,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.7013518683, 8.1167955638], ""type"": ""Point""}",66.0
642,642,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.9546351641, 7.2101694263], ""type"": ""Point""}",66.0
643,643,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.332263564, 17.9134826055], ""type"": ""Point""}",66.0
644,644,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.4577645876, 7.8562098523], ""type"": ""Point""}",66.0
645,645,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.5151184269, 7.524500686], ""type"": ""Point""}",66.0
646,646,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.2041582975, 10.8954438424], ""type"": ""Point""}",66.0
647,647,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.7221244399, 8.2730897825], ""type"": ""Point""}",66.0
648,648,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.6639188117, 8.56083429], ""type"": ""Point""}",66.0
649,649,66.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.7861329702, -3.9961907542], ""type"": ""Point""}",66.0
650,650,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.9989661539, 1.2996256326], ""type"": ""Point""}",275.0
651,651,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.0787411383, 11.6346771512], ""type"": ""Point""}",275.0
652,652,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.5280744556, 11.3793862522], ""type"": ""Point""}",275.0
653,653,275.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.0361814371, 6.2769301423], ""type"": ""Point""}",275.0
654,654,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.906830891, 10.5918812501], ""type"": ""Point""}",132.0
655,655,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.9718913731, 10.2773933172], ""type"": ""Point""}",132.0
656,656,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.2862813189, 6.3121464977], ""type"": ""Point""}",132.0
657,657,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.8694118836, 5.143363379], ""type"": ""Point""}",132.0
658,658,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.4596173571, 6.1929972562], ""type"": ""Point""}",132.0
659,659,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.4656320516, 3.7213819148], ""type"": ""Point""}",132.0
660,660,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.0024627244, 2.7432910693], ""type"": ""Point""}",132.0
661,661,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.068118353, 4.9094692862], ""type"": ""Point""}",132.0
662,662,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.3799096581, 4.1982210785], ""type"": ""Point""}",132.0
663,663,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.6359233354, 4.1112073558], ""type"": ""Point""}",132.0
664,664,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.0641459031, -1.0622237791], ""type"": ""Point""}",132.0
665,665,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.7780656669, -0.1584836997], ""type"": ""Point""}",132.0
666,666,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.4631470291, 0.3614721232], ""type"": ""Point""}",132.0
667,667,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-4.675289994, -0.1315133856], ""type"": ""Point""}",132.0
668,668,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.5331324041, 1.887565432], ""type"": ""Point""}",132.0
669,669,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.2347723764, 2.0354762725], ""type"": ""Point""}",132.0
670,670,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.6326954217, -1.1719771503], ""type"": ""Point""}",132.0
671,671,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.5648459931, 8.0900038699], ""type"": ""Point""}",132.0
672,672,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.5476790418, 8.3958051737], ""type"": ""Point""}",132.0
673,673,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.9734027724, 6.6996203829], ""type"": ""Point""}",132.0
674,674,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.0145235268, 6.1876338913], ""type"": ""Point""}",132.0
675,675,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.3734631934, 7.6208320846], ""type"": ""Point""}",132.0
676,676,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.1773925789, 3.74818662], ""type"": ""Point""}",132.0
677,677,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-3.4491211472, 4.9227642201], ""type"": ""Point""}",132.0
678,678,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.0209651894, 3.9199753743], ""type"": ""Point""}",132.0
679,679,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-4.1864084344, 8.0878526795], ""type"": ""Point""}",132.0
680,680,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.3404291532, 2.9603455713], ""type"": ""Point""}",132.0
681,681,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.4743384502, 5.4363031875], ""type"": ""Point""}",132.0
682,682,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.1112236928, -0.5760764196], ""type"": ""Point""}",132.0
683,683,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.7364040695, -1.4613501775], ""type"": ""Point""}",132.0
684,684,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.0875771004, -0.684403213], ""type"": ""Point""}",132.0
685,685,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.1862098939, -0.7722260832], ""type"": ""Point""}",132.0
686,686,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.9970215528, 11.1053069783], ""type"": ""Point""}",132.0
687,687,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [1.0708413741, 10.812610929], ""type"": ""Point""}",132.0
688,688,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.920182243, 16.2100785282], ""type"": ""Point""}",132.0
689,689,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [0.5803798951, 12.9643591489], ""type"": ""Point""}",132.0
690,690,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-0.1613645242, 15.8575710019], ""type"": ""Point""}",132.0
691,691,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.2715558074, 11.2506130878], ""type"": ""Point""}",132.0
692,692,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.2201423696, 9.0112050873], ""type"": ""Point""}",132.0
693,693,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.4647556601, 8.2756084807], ""type"": ""Point""}",132.0
694,694,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.7357955064, 8.0623702621], ""type"": ""Point""}",132.0
695,695,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.7349661323, 8.6643792255], ""type"": ""Point""}",132.0
696,696,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.7892111411, 8.2554110977], ""type"": ""Point""}",132.0
697,697,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.421800832, 13.4299235344], ""type"": ""Point""}",132.0
698,698,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.4416911137, 13.2719077826], ""type"": ""Point""}",132.0
699,699,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.4937445538, 13.0797212627], ""type"": ""Point""}",132.0
700,700,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.2214353919, 12.5250890915], ""type"": ""Point""}",132.0
701,701,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.2239968374, 12.2130686464], ""type"": ""Point""}",132.0
702,702,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.6504109144, 14.1437663152], ""type"": ""Point""}",132.0
703,703,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.2872461412, 14.1844977929], ""type"": ""Point""}",132.0
704,704,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-2.3250047398, 10.9606023264], ""type"": ""Point""}",132.0
705,705,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-1.707398399, 11.3660016368], ""type"": ""Point""}",132.0
706,706,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.0761339744, 13.9081138562], ""type"": ""Point""}",132.0
707,707,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.3822039911, 14.0635967068], ""type"": ""Point""}",132.0
708,708,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.0628741174, 7.6515924865], ""type"": ""Point""}",132.0
709,709,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.0935894356, 7.8413848153], ""type"": ""Point""}",132.0
710,710,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.5293078093, 8.2283960377], ""type"": ""Point""}",132.0
711,711,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.8213805702, 11.3330833711], ""type"": ""Point""}",132.0
712,712,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.845997125, 11.509727804], ""type"": ""Point""}",132.0
713,713,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.8061293613, 8.619365635], ""type"": ""Point""}",132.0
714,714,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.1274513322, 7.9537327833], ""type"": ""Point""}",132.0
715,715,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.0600458541, 9.8702992719], ""type"": ""Point""}",132.0
716,716,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.7046704177, 5.6856610574], ""type"": ""Point""}",132.0
717,717,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.0402197961, 2.8894349313], ""type"": ""Point""}",132.0
718,718,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.0130610781, 3.7940101354], ""type"": ""Point""}",132.0
719,719,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.154860094, 2.1253407528], ""type"": ""Point""}",132.0
720,720,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.9820506146, 4.6467174233], ""type"": ""Point""}",132.0
721,721,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.0654217543, 4.2612157988], ""type"": ""Point""}",132.0
722,722,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.1906825034, 6.1716315672], ""type"": ""Point""}",132.0
723,723,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.2275509789, 5.9771113975], ""type"": ""Point""}",132.0
724,724,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.0184762953, 7.2161095269], ""type"": ""Point""}",132.0
725,725,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-9.2621883805, 6.9090100574], ""type"": ""Point""}",132.0
726,726,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.8485368407, 6.1703032816], ""type"": ""Point""}",132.0
727,727,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.1263232425, 6.3845101061], ""type"": ""Point""}",132.0
728,728,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.4351735708, 4.8015925605], ""type"": ""Point""}",132.0
729,729,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-8.6725242272, 4.7678721918], ""type"": ""Point""}",132.0
730,730,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.6022384044, 2.1874055336], ""type"": ""Point""}",132.0
731,731,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.4085266318, 2.0116102165], ""type"": ""Point""}",132.0
732,732,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.4779756166, 3.9193716373], ""type"": ""Point""}",132.0
733,733,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.458278686, 3.6527273722], ""type"": ""Point""}",132.0
734,734,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.9536470975, 2.2197679424], ""type"": ""Point""}",132.0
735,735,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.7132480721, 1.9447182803], ""type"": ""Point""}",132.0
736,736,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-5.9294914079, 2.7960345029], ""type"": ""Point""}",132.0
737,737,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.4134201313, 2.5966986], ""type"": ""Point""}",132.0
738,738,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-7.5908121745, 2.7708944275], ""type"": ""Point""}",132.0
739,739,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-6.9697920265, 4.7768492587], ""type"": ""Point""}",132.0
740,740,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.287165958, 8.0039333054], ""type"": ""Point""}",132.0
741,741,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.6153868482, 14.6752252121], ""type"": ""Point""}",132.0
742,742,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.7508325535, 15.8548285563], ""type"": ""Point""}",132.0
743,743,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.5165242818, 14.8192828063], ""type"": ""Point""}",132.0
744,744,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.9828245105, 13.4746397575], ""type"": ""Point""}",132.0
745,745,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.6210062761, 16.9078375204], ""type"": ""Point""}",132.0
746,746,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.5945507498, 11.9453378642], ""type"": ""Point""}",132.0
747,747,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.221453524, 11.5509583191], ""type"": ""Point""}",132.0
748,748,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.7354953933, 10.5474899457], ""type"": ""Point""}",132.0
749,749,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.319018372, 12.6039352542], ""type"": ""Point""}",132.0
750,750,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.3721460116, 9.8432883203], ""type"": ""Point""}",132.0
751,751,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.1552466679, 10.5240042624], ""type"": ""Point""}",132.0
752,752,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.0919213014, 12.7788758797], ""type"": ""Point""}",132.0
753,753,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.6537719582, 10.5228759484], ""type"": ""Point""}",132.0
754,754,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.7365127921, 10.111640398], ""type"": ""Point""}",132.0
755,755,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.8387821079, 10.4543581681], ""type"": ""Point""}",132.0
756,756,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.752934115, 10.6115768217], ""type"": ""Point""}",132.0
757,757,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.3452087293, 12.2374976144], ""type"": ""Point""}",132.0
758,758,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.2674109442, 12.958371436], ""type"": ""Point""}",132.0
759,759,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.3803097068, 12.8039444795], ""type"": ""Point""}",132.0
760,760,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-14.043753232, 11.198656918], ""type"": ""Point""}",132.0
761,761,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.8969366335, 9.6997475443], ""type"": ""Point""}",132.0
762,762,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-11.814515003, 9.6723855446], ""type"": ""Point""}",132.0
763,763,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.3240187099, 11.6927471677], ""type"": ""Point""}",132.0
764,764,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.0437126216, 12.4515477817], ""type"": ""Point""}",132.0
765,765,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.41059079, 10.520891213], ""type"": ""Point""}",132.0
766,766,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.3723121985, 13.5886544854], ""type"": ""Point""}",132.0
767,767,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.9054524575, 16.5449806854], ""type"": ""Point""}",132.0
768,768,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.0594183933, 17.0525668046], ""type"": ""Point""}",132.0
769,769,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-10.397250448, 13.9338890213], ""type"": ""Point""}",132.0
770,770,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.9148180695, 11.096983658], ""type"": ""Point""}",132.0
771,771,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.9914368152, 10.7652580071], ""type"": ""Point""}",132.0
772,772,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.9472121489, 9.7776196397], ""type"": ""Point""}",132.0
773,773,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.2280968061, 10.314156005], ""type"": ""Point""}",132.0
774,774,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-15.2845277353, 9.6910666293], ""type"": ""Point""}",132.0
775,775,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.0614781436, 10.5243816507], ""type"": ""Point""}",132.0
776,776,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.7135529018, 12.4738467115], ""type"": ""Point""}",132.0
777,777,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-12.7369559825, 12.2372720301], ""type"": ""Point""}",132.0
778,778,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.0581210899, 7.408963412], ""type"": ""Point""}",132.0
779,779,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.1387992866, 7.2189046864], ""type"": ""Point""}",132.0
780,780,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.3521057565, 6.6498846505], ""type"": ""Point""}",132.0
781,781,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.3078935647, 6.9947809077], ""type"": ""Point""}",132.0
782,782,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-17.959879299, 4.6922874701], ""type"": ""Point""}",132.0
783,783,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-18.0781754546, 3.8628050565], ""type"": ""Point""}",132.0
784,784,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.395838452, 8.7857274888], ""type"": ""Point""}",132.0
785,785,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.3866912723, 8.9567482525], ""type"": ""Point""}",132.0
786,786,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.7068826952, 6.5688648269], ""type"": ""Point""}",132.0
787,787,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.859707259, 6.0808175673], ""type"": ""Point""}",132.0
788,788,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-16.8859330135, 6.2824705014], ""type"": ""Point""}",132.0
789,789,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.3248689986, 8.5116210881], ""type"": ""Point""}",132.0
790,790,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.344775527, 8.7729549413], ""type"": ""Point""}",132.0
791,791,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.3343551989, 9.02964991], ""type"": ""Point""}",132.0
792,792,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.9355919338, 10.2935076454], ""type"": ""Point""}",132.0
793,793,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.8041639513, 10.7043106768], ""type"": ""Point""}",132.0
794,794,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.8515341891, 10.4942129107], ""type"": ""Point""}",132.0
795,795,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.6459815613, 10.8217624662], ""type"": ""Point""}",132.0
796,796,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.5154156845, 11.1323552674], ""type"": ""Point""}",132.0
797,797,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-22.6012165231, 10.5577249689], ""type"": ""Point""}",132.0
798,798,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-19.5767057154, 4.6166924336], ""type"": ""Point""}",132.0
799,799,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-19.2102087107, 4.9386233242], ""type"": ""Point""}",132.0
800,800,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.8856115753, 7.2520224527], ""type"": ""Point""}",132.0
801,801,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-20.860102255, 7.5418777747], ""type"": ""Point""}",132.0
802,802,132.0,b,1.0,True,1.06,0.94,"{""coordinates"": [-21.295827979, 7.4330576592], ""type"": ""Point""}",132.0
