line_id,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,geo,vn_from_kv,vn_to_kv,voltage_level_kv
222,,,405,411,1.0,1.12,17.248,875.3521870054,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
223,,,229,367,1.0,3.76,58.432,3764.8101788388,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
224,,,412,229,1.0,2.464,38.176,1938.1093195016,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
225,,,412,229,1.0,2.496,38.72,1965.1656598272,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
226,,,229,413,1.0,1.44,22.464,1140.3451672534,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
227,,,412,413,1.0,1.04,16.224,823.2289431428,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
228,,,86,414,1.0,2.416,25.76,1054.2025543049,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
229,,,86,414,1.0,2.416,25.76,1054.4014979838,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
230,,,414,201,1.0,0.928,14.384,714.4067508037,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
231,,,201,415,1.0,0.576,8.96,1950.2448839123,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
232,,,413,416,1.0,0.016,0.192,7.5598597969,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
233,,,413,417,1.0,0.016,0.192,7.5598597969,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
234,,,418,180,1.0,3.344,31.376,1090.4103038583,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
235,,,412,419,1.0,0.464,7.28,354.5176357372,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
236,,,419,367,1.0,1.28,19.712,1814.5652949265,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
237,,,420,421,1.0,0.752,14.112,740.2694290562,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
238,,,180,422,1.0,1.648,15.008,571.7641330576,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
239,,,423,424,1.0,1.68,15.728,546.4982858418,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
240,,,425,426,1.0,2.496,23.44,814.4754212728,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
241,,,427,411,1.0,1.088,11.6,475.0775051293,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
242,,,427,411,1.0,1.088,11.6,475.0775051293,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
243,,,52,421,1.0,1.04,16.112,817.6585201346,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
244,,,52,428,1.0,0.352,5.44,276.3327699433,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
245,,,411,428,1.0,0.624,9.68,490.9929994385,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
246,,,414,368,1.0,0.784,8.352,341.586296611,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
247,,,422,226,1.0,0.72,6.592,251.2658664063,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
248,,,423,226,1.0,0.848,7.904,275.9348825856,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
249,,,52,411,1.0,0.448,6.432,1493.6691409174,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
250,,,429,52,1.0,0.192,2.432,1190.4789743274,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
251,,,430,25,1.0,0.192,3.024,153.7834637625,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
252,,,430,431,1.0,0.112,1.648,83.5563451232,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
253,,,430,368,1.0,2.064,28.08,2000.1797473074,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
254,,,431,25,1.0,0.096,1.376,70.2271186393,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
255,,,432,427,1.0,0.304,4.672,237.1408652069,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
256,,,432,427,1.0,0.304,4.672,237.1408652069,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
257,,,432,414,1.0,2.752,25.136,957.1180390189,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
258,,,432,414,1.0,2.752,25.136,957.1180390189,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
259,,,421,433,1.0,0.688,10.544,534.9595524676,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
260,,,411,433,1.0,0.624,9.76,494.9718730158,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
261,,,434,435,1.0,0.688,9.6,590.0669515132,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
262,,,435,421,1.0,0.752,14.112,740.2694290562,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
263,,,434,424,1.0,0.624,9.648,489.6003936864,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
264,,,420,424,1.0,1.296,19.264,1080.662063594,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
265,,,430,367,1.0,1.776,24.864,1869.4737502932,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
266,,,429,411,1.0,0.256,3.936,199.5405099015,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
267,,,432,22,1.0,0.736,11.312,2829.575944495,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
268,,,432,22,1.0,0.736,11.312,2829.7748881739,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
269,,,424,436,1.0,1.072,11.376,465.7271522227,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
270,,,86,436,1.0,0.736,7.936,325.2729149441,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
271,,,424,426,1.0,1.072,11.376,465.7271522227,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
272,,,86,426,1.0,0.736,7.936,325.2729149441,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
273,,,414,368,1.0,0.784,8.352,341.586296611,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
274,,,412,415,1.0,0.608,9.488,478.0616603123,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
275,,,425,180,1.0,3.344,31.376,1090.4103038583,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
276,,,418,436,1.0,2.496,23.44,814.4754212728,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
277,,,437,424,1.0,1.68,15.808,549.4824410248,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
278,,,180,438,1.0,1.664,15.216,579.7218802122,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
279,,,412,439,1.0,0.432,6.736,339.1989724646,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
280,,,439,414,1.0,1.392,21.616,2620.6850816869,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
281,,,438,226,1.0,0.704,6.448,245.6954433981,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
282,,,437,226,1.0,0.848,7.904,275.9348825856,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
283,,,430,346,1.0,0.624,9.664,490.5951120808,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
284,,,432,440,1.0,1.664,15.248,580.5176549277,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
285,,,432,441,1.0,1.664,15.248,580.5176549277,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
286,,,430,389,1.0,0.88,13.584,689.9366783034,0.0,14.2894191624,1.0,1,ol,True,,400.0,400.0,400.0
287,,,442,443,1.0,0.287375,3.130875,182.6730454265,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
288,,,444,445,1.0,0.1588125,1.4141875,3403.0220559285,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
289,,,444,445,1.0,0.1588125,1.3990625,3349.5670403314,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
290,,,444,446,1.0,0.1890625,2.888875,146.8960664835,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
291,,,447,446,1.0,0.1890625,2.888875,146.8960664835,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
292,,,71,446,1.0,0.136125,2.1099375,107.3309368289,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
293,,,69,446,1.0,0.136125,2.1099375,107.3309368289,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
294,,,65,448,1.0,0.1588125,2.4275625,123.3253509446,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
295,,,67,449,1.0,0.1588125,2.4275625,123.3253509446,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
296,,,450,451,1.0,0.5369375,5.0290625,174.254932734,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
297,,,452,453,1.0,0.4008125,3.6224375,297.159378044,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
298,,,450,451,1.0,0.529375,4.9988125,173.4131214648,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
299,,,450,454,1.0,0.2041875,2.253625,5263.0040553284,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
300,,,455,456,1.0,0.5823125,2.2158125,86.7065607324,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
301,,,62,456,1.0,0.5823125,2.2385,124.1671622138,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
302,,,457,458,1.0,0.347875,3.388,225.1845145234,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
303,,,459,453,1.0,0.499125,4.522375,229.8144765043,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
304,,,459,453,1.0,0.499125,4.5450625,281.1649639283,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
305,,,452,453,1.0,0.39325,3.6073125,252.1224751393,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
306,,,452,460,1.0,0.9075,9.4985,373.7642035454,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
307,,,461,462,1.0,0.51425,4.6509375,176.3594609071,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
308,,,461,458,1.0,0.3554375,3.11575,1962.2620686133,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
309,,,457,458,1.0,0.317625,2.99475,166.2577256762,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
310,,,461,463,1.0,0.6730625,6.08025,230.6562877735,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
311,,,464,465,1.0,0.6579375,6.9575,285.3740202745,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
312,,,466,467,1.0,0.6579375,6.972625,285.7949259091,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
313,,,447,465,1.0,0.3100625,3.251875,133.4270861756,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
314,,,444,467,1.0,0.3100625,3.2594375,133.8479918102,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
315,,,468,466,1.0,0.015125,0.15125,5.8926788847,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
316,,,469,464,1.0,0.0,0.03025,248.7552300623,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
317,,,470,471,1.0,0.226875,2.1553125,81.2347874823,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
318,,,472,473,1.0,1.11925,10.4286875,264.3287385434,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
319,,,474,471,1.0,0.5445,5.187875,196.1420257344,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
320,,,472,475,1.0,0.5445,5.157625,195.3002144652,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
321,,,475,476,1.0,0.378125,3.5468125,134.2688974448,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
322,,,470,476,1.0,0.15125,1.346125,50.9295817894,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
323,,,477,476,1.0,0.2798125,2.5636875,97.229201598,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
324,,,78,476,1.0,1.6713125,15.21575,572.0107574529,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
325,,,478,477,1.0,0.3251875,2.9266875,111.1190875405,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
326,,,472,479,1.0,1.2175625,10.6101875,622.9403392423,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
327,,,479,473,1.0,0.0,0.0075625,24.4125268081,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
328,,,480,478,1.0,0.589875,5.3164375,201.6137989845,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
329,,,481,482,1.0,0.2041875,1.8528125,69.0285240782,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
330,,,483,473,1.0,0.81675,11.7143125,518.5557418558,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
331,,,484,483,1.0,0.9301875,6.50375,246.2297962546,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
332,,,485,473,1.0,0.81675,11.6991875,473.5188389511,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
333,,,486,481,1.0,0.15125,0.2798125,482.3578572782,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
334,,,487,481,1.0,0.15125,0.2798125,473.5188389511,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
335,,,78,488,1.0,0.242,2.586375,105.2264086558,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
336,,,489,485,1.0,0.93775,6.534,247.4925131584,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
337,,,57,490,1.0,0.075625,1.2175625,108.5936537328,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
338,,,491,59,1.0,1.1570625,13.3478125,561.0672109527,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
339,,,492,490,1.0,0.87725,13.6125,691.5479576859,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
340,,,493,494,1.0,0.847,7.759125,686.0761844358,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
341,,,493,494,1.0,0.847,7.77425,731.9548986097,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
342,,,495,494,1.0,0.3100625,2.8510625,103.9636917519,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
343,,,495,496,1.0,1.0814375,5.4979375,209.1901004077,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
344,,,143,497,1.0,0.0378125,0.33275,78.7093536745,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
345,,,143,498,1.0,0.0378125,0.33275,78.7093536745,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
346,,,499,500,1.0,0.45375,1.72425,67.7658071743,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
347,,,492,491,1.0,0.57475,5.203,233.6026272159,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
348,,,501,502,1.0,0.075625,1.2024375,61.0313170204,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
349,,,503,504,1.0,0.1134375,1.815,3938.4140231692,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
350,,,492,505,1.0,0.650375,6.292,2282.9921621962,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
351,,,501,55,1.0,0.0075625,0.0831875,4.2090563462,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
352,,,148,498,1.0,0.03025,0.242,75.3421085976,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
353,,,148,506,1.0,0.03025,0.242,75.3421085976,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
354,,,491,505,1.0,1.225125,11.5555,2706.0023249925,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
355,,,480,78,1.0,0.4764375,4.3938125,160.7859524261,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
356,,,78,482,1.0,0.4764375,5.0744375,205.8228553307,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
357,,,507,504,1.0,0.741125,7.244875,427.2192191425,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
358,,,55,504,1.0,0.741125,7.2373125,416.2756726423,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
359,,,490,508,1.0,2.8208125,12.8865,454.578085393,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
360,,,509,510,1.0,0.136125,0.99825,1266.0841489466,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
361,,,507,59,1.0,0.0075625,0.121,95.5455790595,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
362,,,509,511,1.0,0.1588125,1.089,1364.996973083,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
363,,,512,513,1.0,0.121,0.69575,1015.6452963458,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
364,,,510,514,1.0,0.2193125,1.3083125,1913.437014997,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
365,,,510,513,1.0,0.0680625,0.4461875,697.019730936,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
366,,,496,514,1.0,0.0983125,0.8999375,33.6724507699,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
367,,,515,508,1.0,2.556125,16.6601875,490.7759699706,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
368,,,515,502,1.0,2.0645625,12.9848125,438.5836712774,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
369,,,496,512,1.0,0.0983125,0.8999375,33.6724507699,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
370,,,496,516,1.0,0.484,4.3030625,678.4998830126,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
371,,,496,517,1.0,0.529375,4.431625,1048.0550302118,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
372,,,499,518,1.0,0.105875,0.983125,37.4606014815,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
373,,,499,519,1.0,0.105875,0.983125,37.4606014815,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
374,,,516,520,1.0,0.0831875,0.4461875,847.2830424965,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
375,,,520,510,1.0,0.347875,2.0796875,3053.6703791913,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
376,,,489,488,1.0,0.347875,3.751,147.3169721181,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
377,,,517,511,1.0,0.1436875,0.847,1231.1489812728,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
378,,,478,484,1.0,0.484,7.426375,580.0079645108,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
379,,,474,473,1.0,1.11925,10.4286875,264.3287385434,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
380,,,521,473,1.0,3.72075,25.939375,1053.1058978272,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
381,,,522,443,1.0,2.662,18.5508125,798.8788945148,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
382,,,474,522,1.0,1.8225625,14.7241875,612.8386040114,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
383,,,523,500,1.0,0.378125,1.4293125,55.9804494049,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
384,,,523,494,1.0,0.5671875,5.1954375,189.4075355804,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
385,,,491,462,1.0,1.24025,12.145375,464.679820624,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
386,,,524,222,1.0,0.015125,0.1890625,9.2599239617,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
387,,,525,222,1.0,0.4613125,6.2239375,282.0067751975,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
388,,,526,524,1.0,0.4461875,6.095375,452.8944628546,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
389,,,499,527,1.0,0.378125,5.9063125,300.1057174863,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
390,,,496,527,1.0,0.3856875,5.95925,400.2812585267,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
391,,,527,528,1.0,0.7486875,11.58575,587.584265934,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
392,,,527,528,1.0,0.7486875,11.6084375,588.8469828378,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
393,,,528,523,1.0,4.1366875,15.76025,617.0476603576,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
394,,,529,530,1.0,0.1739375,2.7451875,139.7406706949,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
395,,,531,530,1.0,0.1815,2.7754375,141.0033875988,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
396,,,532,531,1.0,0.347875,5.35425,271.9050399666,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
397,,,533,534,1.0,1.05875,10.7916875,434.7955205658,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
398,,,533,531,1.0,0.7184375,7.1995,456.6826135662,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
399,,,531,535,1.0,1.089,10.285,513.5048742403,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
400,,,535,536,1.0,0.1588125,1.467125,181.4103285226,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
401,,,537,530,1.0,0.1588125,2.1553125,3530.5564632194,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
402,,,538,530,1.0,0.1588125,2.162875,3554.9689900275,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
403,,,537,539,1.0,0.589875,9.1884375,466.7843487971,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
404,,,538,540,1.0,0.589875,9.180875,466.3634431625,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
405,,,541,540,1.0,1.11925,11.8806875,486.5669136244,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
406,,,542,543,1.0,0.27225,2.5031875,363.2415626798,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
407,,,544,542,1.0,0.8243125,7.4793125,284.1113033707,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
408,,,544,542,1.0,0.9301875,8.394375,319.0464710444,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
409,,,544,545,1.0,0.9150625,9.1430625,417.9592951808,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
410,,,541,545,1.0,0.6125625,6.5113125,323.6764330252,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
411,,,544,534,1.0,0.69575,6.897,274.8513794089,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
412,,,541,546,1.0,0.2344375,2.51075,2035.9205546724,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
413,,,547,546,1.0,0.1436875,1.3083125,49.6668648855,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
414,,,533,532,1.0,0.63525,5.7475,218.4500243694,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
415,,,542,535,1.0,0.4613125,4.1745,258.4360596586,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
416,,,533,532,1.0,0.6428125,5.8760625,224.3427032542,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
417,,,532,548,1.0,1.5200625,18.286125,1018.5916357881,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
418,,,549,550,1.0,0.196625,1.799875,68.6076184436,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
419,,,549,551,1.0,0.257125,2.3519375,229.3935708696,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
420,,,552,550,1.0,0.2041875,1.84525,70.2912409821,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
421,,,552,553,1.0,0.257125,2.32925,265.1705498126,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
422,,,554,555,1.0,0.2041875,1.8376875,69.8703353475,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
423,,,554,556,1.0,0.257125,2.344375,194.4584031959,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
424,,,557,555,1.0,0.2041875,1.8376875,69.8703353475,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
425,,,557,558,1.0,0.257125,2.374625,262.6451160049,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
426,,,559,558,1.0,0.2193125,2.7225,7488.7530512159,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
427,,,559,553,1.0,0.226875,2.7451875,7552.7307076786,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
428,,,560,561,1.0,0.3100625,3.29725,135.110708714,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
429,,,561,551,1.0,0.121,1.5200625,4652.2699794902,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
430,,,562,563,1.0,0.3100625,3.29725,135.110708714,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
431,,,563,556,1.0,0.1285625,1.6108125,5462.0924205052,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
432,,,564,565,1.0,0.1890625,1.709125,164.5741031377,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
433,,,566,567,1.0,0.1890625,1.7469375,245.8088906199,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
434,,,566,568,1.0,1.8225625,17.953375,829.1841002077,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
435,,,564,568,1.0,1.8225625,18.0365625,979.8683174028,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
436,,,156,568,1.0,0.4613125,4.1745,158.6814242529,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
437,,,159,568,1.0,0.4613125,4.1745,158.6814242529,0.0,20.7846096908,1.0,1,ol,True,,275.0,275.0,275.0
